63,1,331,229,325,525,50,1367,true
64,1,325,522,325,425,50,467,true
65,1,318,426,225,425,50,685,true
66,1,233,424,525,325,50,765,true
67,1,527,327,225,525,50,716,true
68,1,214,520,425,225,50,684,true
69,1,408,227,525,325,50,551,true
70,1,524,322,425,225,50,616,true
71,1,430,233,525,525,50,783,true
72,1,516,525,325,525,50,617,true
73,1,319,530,425,425,50,484,true
74,1,424,411,325,325,50,665,true
75,1,328,332,225,325,50,501,true
76,1,225,335,425,325,50,649,true
77,1,432,325,225,225,50,1016,true
78,1,236,221,325,425,50,700,true
79,1,339,421,525,225,50,917,true
80,1,527,237,225,325,50,684,true
81,1,235,326,225,325,50,517,true
82,1,235,326,525,525,50,898,true
83,1,525,540,425,325,50,618,true
84,1,407,323,325,325,50,615,true
85,1,332,331,225,525,50,598,true
86,1,237,521,525,425,50,787,true
87,1,521,418,525,325,50,531,true
88,1,508,324,325,325,50,586,true
89,1,325,325,225,225,50,681,true
90,1,233,227,225,525,50,720,true
91,1,221,520,325,425,50,730,true
92,1,328,424,325,525,50,534,true
93,1,315,529,525,225,50,751,true
94,1,522,230,325,225,50,815,true
95,1,336,228,425,325,50,517,true
96,1,424,329,525,225,50,733,true
97,1,535,224,225,225,50,900,true
98,1,225,217,225,425,50,799,true
99,1,226,422,425,325,50,600,true
100,1,412,324,525,325,50,602,true
101,1,513,331,225,225,50,698,true
102,1,228,229,325,225,50,484,true
103,1,335,235,425,425,50,717,true
104,1,425,426,325,325,50,549,true
105,1,318,313,325,225,50,585,true
106,1,319,222,425,525,50,682,true
107,1,437,523,425,425,50,501,true
108,1,421,416,525,325,50,717,true
109,1,524,329,225,225,50,765,true
110,1,226,212,525,425,50,953,true
111,1,519,425,225,525,50,733,true
112,1,227,528,525,525,50,582,true
113,1,526,522,425,525,50,518,true
114,1,425,531,325,425,50,499,true
115,1,323,406,225,325,50,618,true
116,1,212,334,425,325,50,699,true
117,1,427,334,225,325,50,734,true
118,1,236,326,325,225,50,601,true
119,1,330,221,325,425,50,699,true
120,1,333,434,425,525,50,601,true
121,1,416,519,425,525,50,498,true
122,1,418,518,525,325,50,767,true
123,1,524,314,225,425,50,701,true
124,1,229,422,425,325,50,766,true
125,1,420,323,425,425,50,519,true
126,1,414,438,525,525,50,597,true
127,1,524,533,525,425,50,467,true
128,1,526,423,425,325,50,701,true
129,1,439,325,525,525,50,700,true
130,1,521,528,225,225,50,818,true
131,1,225,228,525,225,50,781,true
132,1,534,223,525,225,50,350,true
133,1,522,223,225,425,50,1134,true
134,1,223,425,425,325,50,599,true
135,1,419,326,425,225,50,468,true
136,1,443,213,525,225,50,564,true
137,1,516,232,225,525,50,918,true
138,1,227,516,525,225,50,815,true
139,1,529,229,225,325,50,833,true
140,1,231,320,225,325,50,351,true
141,1,230,320,425,225,50,833,true
142,1,438,220,525,425,50,690,true
143,1,519,433,225,325,50,684,true
144,1,210,324,325,525,50,683,true
145,1,331,520,525,425,50,700,true
146,1,529,422,325,225,50,734,true
147,1,333,227,425,525,50,717,true
148,1,420,538,325,225,50,617,true
149,1,335,204,525,525,50,865,true
150,1,526,535,325,325,50,684,true
151,1,323,329,225,325,50,582,true
152,1,227,318,225,425,50,721,true
153,1,219,423,325,325,50,513,true
154,1,311,320,225,425,50,700,true
155,1,228,425,525,525,50,919,true
156,1,530,524,425,225,50,815,true
157,1,430,226,525,425,50,651,true
158,1,518,427,425,425,50,649,true
159,1,435,430,325,225,50,668,true
160,1,324,233,425,525,50,648,true
